borough,dev_name,source,map_file,table_file,arts_count
BRONX,BUTLER,NYCHA,NYCHA_BUTLER_map.html,,0
BROOKLYN,CAREY GARDENS,NYCHA,NYCHA_CAREY_GARDENS_map.html,NYCHA_CAREY_GARDENS_table.html,1
QUEENS,CARLETON MANOR,NYCHA,NYCHA_CARLETON_MANOR_map.html,,0
MANHATTAN,CARVER,NYCHA,NYCHA_CARVER_map.html,NYCHA_CARVER_table.html,19
STATEN ISLAND,CASSIDY-LAFAYETTE,NYCHA,NYCHA_CASSIDY-LAFAYETTE_map.html,NYCHA_CASSIDY-LAFAYETTE_table.html,3
BRONX,CASTLE HILL,NYCHA,NYCHA_CASTLE_HILL_map.html,NYCHA_CASTLE_HILL_table.html,1
MANHATTAN,CHELSEA,NYCHA,NYCHA_CHELSEA_map.html,NYCHA_CHELSEA_table.html,60
MANHATTAN,CHELSEA ADDITION,NYCHA,NYCHA_CHELSEA_ADDITION_map.html,NYCHA_CHELSEA_ADDITION_table.html,54
BRONX,CLAREMONT REHAB (GROUP 2),NYCHA,NYCHA_CLAREMONT_REHAB_(GROUP_2)_map.html,NYCHA_CLAREMONT_REHAB_(GROUP_2)_table.html,2
BRONX,CLAREMONT REHAB (GROUP 3),NYCHA,NYCHA_CLAREMONT_REHAB_(GROUP_3)_map.html,NYCHA_CLAREMONT_REHAB_(GROUP_3)_table.html,3
BRONX,CLAREMONT REHAB (GROUP 4),NYCHA,NYCHA_CLAREMONT_REHAB_(GROUP_4)_map.html,NYCHA_CLAREMONT_REHAB_(GROUP_4)_table.html,2
BRONX,CLAREMONT REHAB (GROUP 5),NYCHA,NYCHA_CLAREMONT_REHAB_(GROUP_5)_map.html,NYCHA_CLAREMONT_REHAB_(GROUP_5)_table.html,2
BRONX,CLASON POINT GARDENS,NYCHA,NYCHA_CLASON_POINT_GARDENS_map.html,,0
MANHATTAN,CLINTON,NYCHA,NYCHA_CLINTON_map.html,NYCHA_CLINTON_table.html,19
BRONX,COLLEGE AVENUE-EAST 165TH STREET,NYCHA,NYCHA_COLLEGE_AVENUE-EAST_165TH_STREET_map.html,NYCHA_COLLEGE_AVENUE-EAST_165TH_STREET_table.html,2
BROOKLYN,CONEY ISLAND,NYCHA,NYCHA_CONEY_ISLAND_map.html,NYCHA_CONEY_ISLAND_table.html,2
BROOKLYN,CONEY ISLAND I (SITE 1B),NYCHA,NYCHA_CONEY_ISLAND_I_(SITE_1B)_map.html,,0
BROOKLYN,CONEY ISLAND I (SITE 8),NYCHA,NYCHA_CONEY_ISLAND_I_(SITE_8)_map.html,NYCHA_CONEY_ISLAND_I_(SITE_8)_table.html,2
BROOKLYN,CONEY ISLAND I (SITES 4 & 5),NYCHA,NYCHA_CONEY_ISLAND_I_(SITES_4_&_5)_map.html,NYCHA_CONEY_ISLAND_I_(SITES_4_&_5)_table.html,2
QUEENS,CONLON LIHFE TOWER,NYCHA,NYCHA_CONLON_LIHFE_TOWER_map.html,NYCHA_CONLON_LIHFE_TOWER_table.html,5
BROOKLYN,COOPER PARK,NYCHA,NYCHA_COOPER_PARK_map.html,NYCHA_COOPER_PARK_table.html,3
BROOKLYN,CYPRESS HILLS,NYCHA,NYCHA_CYPRESS_HILLS_map.html,NYCHA_CYPRESS_HILLS_table.html,1
MANHATTAN,DE HOSTOS APARTMENTS,NYCHA,NYCHA_DE_HOSTOS_APARTMENTS_map.html,NYCHA_DE_HOSTOS_APARTMENTS_table.html,32
MANHATTAN,DOUGLASS ADDITION,NYCHA,NYCHA_DOUGLASS_ADDITION_map.html,NYCHA_DOUGLASS_ADDITION_table.html,31
MANHATTAN,DOUGLASS I,NYCHA,NYCHA_DOUGLASS_I_map.html,NYCHA_DOUGLASS_I_table.html,19
MANHATTAN,DOUGLASS II,NYCHA,NYCHA_DOUGLASS_II_map.html,NYCHA_DOUGLASS_II_table.html,28
MANHATTAN,DREW-HAMILTON,NYCHA,NYCHA_DREW-HAMILTON_map.html,NYCHA_DREW-HAMILTON_table.html,17
MANHATTAN,DYCKMAN,NYCHA,NYCHA_DYCKMAN_map.html,NYCHA_DYCKMAN_table.html,3
BRONX,EAST 152ND STREET-COURTLANDT AVENUE,NYCHA,NYCHA_EAST_152ND_STREET-COURTLANDT_AVENUE_map.html,NYCHA_EAST_152ND_STREET-COURTLANDT_AVENUE_table.html,2
BRONX,EAST 165TH STREET-BRYANT AVENUE,NYCHA,NYCHA_EAST_165TH_STREET-BRYANT_AVENUE_map.html,NYCHA_EAST_165TH_STREET-BRYANT_AVENUE_table.html,1
BRONX,EAST 173RD STREET-VYSE AVENUE,NYCHA,NYCHA_EAST_173RD_STREET-VYSE_AVENUE_map.html,,0
BROOKLYN,EAST NEW YORK CITY LINE,NYCHA,NYCHA_EAST_NEW_YORK_CITY_LINE_map.html,NYCHA_EAST_NEW_YORK_CITY_LINE_table.html,1
MANHATTAN,EAST RIVER,NYCHA,NYCHA_EAST_RIVER_map.html,NYCHA_EAST_RIVER_table.html,1
MANHATTAN,ELLIOTT,NYCHA,NYCHA_ELLIOTT_map.html,NYCHA_ELLIOTT_table.html,55
BROOKLYN,FARRAGUT,NYCHA,NYCHA_FARRAGUT_map.html,NYCHA_FARRAGUT_table.html,20
QUEENS,FHA REPOSSESSED HOUSES (GROUP I),NYCHA,NYCHA_FHA_REPOSSESSED_HOUSES_(GROUP_I)_map.html,NYCHA_FHA_REPOSSESSED_HOUSES_(GROUP_I)_table.html,2
QUEENS,FHA REPOSSESSED HOUSES (GROUP II),NYCHA,NYCHA_FHA_REPOSSESSED_HOUSES_(GROUP_II)_map.html,,0
BRONX,FHA REPOSSESSED HOUSES (GROUP II),NYCHA,NYCHA_FHA_REPOSSESSED_HOUSES_(GROUP_II)_map.html,,0
QUEENS,FHA REPOSSESSED HOUSES (GROUP III),NYCHA,NYCHA_FHA_REPOSSESSED_HOUSES_(GROUP_III)_map.html,,0
BRONX,FHA REPOSSESSED HOUSES (GROUP III),NYCHA,NYCHA_FHA_REPOSSESSED_HOUSES_(GROUP_III)_map.html,,0
QUEENS,FHA REPOSSESSED HOUSES (GROUP IV),NYCHA,NYCHA_FHA_REPOSSESSED_HOUSES_(GROUP_IV)_map.html,NYCHA_FHA_REPOSSESSED_HOUSES_(GROUP_IV)_table.html,4
BRONX,FHA REPOSSESSED HOUSES (GROUP IV),NYCHA,NYCHA_FHA_REPOSSESSED_HOUSES_(GROUP_IV)_map.html,NYCHA_FHA_REPOSSESSED_HOUSES_(GROUP_IV)_table.html,4
BROOKLYN,FHA REPOSSESSED HOUSES (GROUP IX),NYCHA,NYCHA_FHA_REPOSSESSED_HOUSES_(GROUP_IX)_map.html,NYCHA_FHA_REPOSSESSED_HOUSES_(GROUP_IX)_table.html,4
QUEENS,FHA REPOSSESSED HOUSES (GROUP IX),NYCHA,NYCHA_FHA_REPOSSESSED_HOUSES_(GROUP_IX)_map.html,NYCHA_FHA_REPOSSESSED_HOUSES_(GROUP_IX)_table.html,4
BROOKLYN,FHA REPOSSESSED HOUSES (GROUP V),NYCHA,NYCHA_FHA_REPOSSESSED_HOUSES_(GROUP_V)_map.html,NYCHA_FHA_REPOSSESSED_HOUSES_(GROUP_V)_table.html,4
QUEENS,FHA REPOSSESSED HOUSES (GROUP V),NYCHA,NYCHA_FHA_REPOSSESSED_HOUSES_(GROUP_V)_map.html,NYCHA_FHA_REPOSSESSED_HOUSES_(GROUP_V)_table.html,4
QUEENS,FHA REPOSSESSED HOUSES (GROUP VI),NYCHA,NYCHA_FHA_REPOSSESSED_HOUSES_(GROUP_VI)_map.html,NYCHA_FHA_REPOSSESSED_HOUSES_(GROUP_VI)_table.html,5
QUEENS,FHA REPOSSESSED HOUSES (GROUP VII),NYCHA,NYCHA_FHA_REPOSSESSED_HOUSES_(GROUP_VII)_map.html,NYCHA_FHA_REPOSSESSED_HOUSES_(GROUP_VII)_table.html,3
QUEENS,FHA REPOSSESSED HOUSES (GROUP VIII),NYCHA,NYCHA_FHA_REPOSSESSED_HOUSES_(GROUP_VIII)_map.html,NYCHA_FHA_REPOSSESSED_HOUSES_(GROUP_VIII)_table.html,5
QUEENS,FHA REPOSSESSED HOUSES (GROUP X),NYCHA,NYCHA_FHA_REPOSSESSED_HOUSES_(GROUP_X)_map.html,NYCHA_FHA_REPOSSESSED_HOUSES_(GROUP_X)_table.html,1
MANHATTAN,FIRST HOUSES,NYCHA,NYCHA_FIRST_HOUSES_map.html,NYCHA_FIRST_HOUSES_table.html,89
BRONX,FOREST,NYCHA,NYCHA_FOREST_map.html,NYCHA_FOREST_table.html,2
MANHATTAN,FULTON,NYCHA,NYCHA_FULTON_map.html,NYCHA_FULTON_table.html,45
BROOKLYN,GARVEY (GROUP A),NYCHA,NYCHA_GARVEY_(GROUP_A)_map.html,,0
BRONX,GLEBE AVENUE-WESTCHESTER AVENUE,NYCHA,NYCHA_GLEBE_AVENUE-WESTCHESTER_AVENUE_map.html,NYCHA_GLEBE_AVENUE-WESTCHESTER_AVENUE_table.html,2
BROOKLYN,GLENMORE PLAZA,NYCHA,NYCHA_GLENMORE_PLAZA_map.html,,0
BROOKLYN,GLENWOOD,NYCHA,NYCHA_GLENWOOD_map.html,,0
MANHATTAN,GOMPERS,NYCHA,NYCHA_GOMPERS_map.html,NYCHA_GOMPERS_table.html,38
BROOKLYN,GOWANUS,NYCHA,NYCHA_GOWANUS_map.html,NYCHA_GOWANUS_table.html,13
MANHATTAN,GRANT,NYCHA,NYCHA_GRANT_map.html,NYCHA_GRANT_table.html,22
BROOKLYN,GRAVESEND,NYCHA,NYCHA_GRAVESEND_map.html,NYCHA_GRAVESEND_table.html,2
BRONX,GUN HILL,NYCHA,NYCHA_GUN_HILL_map.html,,0
BROOKLYN,HABER,NYCHA,NYCHA_HABER_map.html,,0
QUEENS,HAMMEL,NYCHA,NYCHA_HAMMEL_map.html,,0
MANHATTAN,HARBORVIEW TERRACE,NYCHA,NYCHA_HARBORVIEW_TERRACE_map.html,NYCHA_HARBORVIEW_TERRACE_table.html,23
MANHATTAN,HERNANDEZ,NYCHA,NYCHA_HERNANDEZ_map.html,NYCHA_HERNANDEZ_table.html,74
BRONX,HIGHBRIDGE GARDENS,NYCHA,NYCHA_HIGHBRIDGE_GARDENS_map.html,NYCHA_HIGHBRIDGE_GARDENS_table.html,1
BRONX,HOE AVENUE-EAST 173RD STREET,NYCHA,NYCHA_HOE_AVENUE-EAST_173RD_STREET_map.html,,0
MANHATTAN,HOLMES TOWERS,NYCHA,NYCHA_HOLMES_TOWERS_map.html,NYCHA_HOLMES_TOWERS_table.html,4
BROOKLYN,HOWARD,NYCHA,NYCHA_HOWARD_map.html,,0
BROOKLYN,HUGHES APARTMENTS,NYCHA,NYCHA_HUGHES_APARTMENTS_map.html,NYCHA_HUGHES_APARTMENTS_table.html,1
BRONX,HUNTS POINT AVENUE REHAB,NYCHA,NYCHA_HUNTS_POINT_AVENUE_REHAB_map.html,NYCHA_HUNTS_POINT_AVENUE_REHAB_table.html,5
BROOKLYN,HYLAN,NYCHA,NYCHA_HYLAN_map.html,NYCHA_HYLAN_table.html,6
BROOKLYN,INGERSOLL,NYCHA,NYCHA_INGERSOLL_map.html,NYCHA_INGERSOLL_table.html,9
QUEENS,INTERNATIONAL TOWER,NYCHA,NYCHA_INTERNATIONAL_TOWER_map.html,NYCHA_INTERNATIONAL_TOWER_table.html,5
MANHATTAN,ISAACS,NYCHA,NYCHA_ISAACS_map.html,NYCHA_ISAACS_table.html,4
BRONX,JACKSON,NYCHA,NYCHA_JACKSON_map.html,NYCHA_JACKSON_table.html,2
MANHATTAN,JEFFERSON,NYCHA,NYCHA_JEFFERSON_map.html,NYCHA_JEFFERSON_table.html,5
MANHATTAN,JOHNSON,NYCHA,NYCHA_JOHNSON_map.html,NYCHA_JOHNSON_table.html,8
MANHATTAN,KING TOWERS,NYCHA,NYCHA_KING_TOWERS_map.html,NYCHA_KING_TOWERS_table.html,14
BROOKLYN,KINGSBOROUGH,NYCHA,NYCHA_KINGSBOROUGH_map.html,NYCHA_KINGSBOROUGH_table.html,7
BROOKLYN,KINGSBOROUGH EXTENSION,NYCHA,NYCHA_KINGSBOROUGH_EXTENSION_map.html,NYCHA_KINGSBOROUGH_EXTENSION_table.html,7
MANHATTAN,LA GUARDIA,NYCHA,NYCHA_LA_GUARDIA_map.html,NYCHA_LA_GUARDIA_table.html,17
MANHATTAN,LA GUARDIA ADDITION,NYCHA,NYCHA_LA_GUARDIA_ADDITION_map.html,NYCHA_LA_GUARDIA_ADDITION_table.html,16
BROOKLYN,LAFAYETTE,NYCHA,NYCHA_LAFAYETTE_map.html,NYCHA_LAFAYETTE_table.html,9
QUEENS,LATIMER GARDENS,NYCHA,NYCHA_LATIMER_GARDENS_map.html,NYCHA_LATIMER_GARDENS_table.html,6
QUEENS,LEAVITT STREET-34TH AVENUE,NYCHA,NYCHA_LEAVITT_STREET-34TH_AVENUE_map.html,NYCHA_LEAVITT_STREET-34TH_AVENUE_table.html,7
MANHATTAN,LEHMAN VILLAGE,NYCHA,NYCHA_LEHMAN_VILLAGE_map.html,NYCHA_LEHMAN_VILLAGE_table.html,18
MANHATTAN,LEXINGTON,NYCHA,NYCHA_LEXINGTON_map.html,NYCHA_LEXINGTON_table.html,15
MANHATTAN,LINCOLN,NYCHA,NYCHA_LINCOLN_map.html,NYCHA_LINCOLN_table.html,5
BROOKLYN,LONG ISLAND BAPTIST HOUSES,NYCHA,NYCHA_LONG_ISLAND_BAPTIST_HOUSES_map.html,NYCHA_LONG_ISLAND_BAPTIST_HOUSES_table.html,1
BRONX,LONGFELLOW AVENUE REHAB,NYCHA,NYCHA_LONGFELLOW_AVENUE_REHAB_map.html,,0
BROOKLYN,LOW HOUSES,NYCHA,NYCHA_LOW_HOUSES_map.html,NYCHA_LOW_HOUSES_table.html,1
MANHATTAN,LOWER EAST SIDE I INFILL,NYCHA,NYCHA_LOWER_EAST_SIDE_I_INFILL_map.html,NYCHA_LOWER_EAST_SIDE_I_INFILL_table.html,63
MANHATTAN,LOWER EAST SIDE II,NYCHA,NYCHA_LOWER_EAST_SIDE_II_map.html,NYCHA_LOWER_EAST_SIDE_II_table.html,27
MANHATTAN,LOWER EAST SIDE III,NYCHA,NYCHA_LOWER_EAST_SIDE_III_map.html,NYCHA_LOWER_EAST_SIDE_III_table.html,18
MANHATTAN,LOWER EAST SIDE REHAB (GROUP 5),NYCHA,NYCHA_LOWER_EAST_SIDE_REHAB_(GROUP_5)_map.html,NYCHA_LOWER_EAST_SIDE_REHAB_(GROUP_5)_table.html,27
MANHATTAN,MARBLE HILL,NYCHA,NYCHA_MARBLE_HILL_map.html,,0
BRONX,MARBLE HILL,NYCHA,NYCHA_MARBLE_HILL_map.html,,0
BROOKLYN,MARCY,NYCHA,NYCHA_MARCY_map.html,,0
STATEN ISLAND,MARINER'S HARBOR,NYCHA,NYCHA_MARINER'S_HARBOR_map.html,,0
BROOKLYN,MARLBORO,NYCHA,NYCHA_MARLBORO_map.html,,0
BRONX,MCKINLEY,NYCHA,NYCHA_MCKINLEY_map.html,NYCHA_MCKINLEY_table.html,1
BRONX,MELROSE,NYCHA,NYCHA_MELROSE_map.html,NYCHA_MELROSE_table.html,2
MANHATTAN,MELTZER TOWER,NYCHA,NYCHA_MELTZER_TOWER_map.html,NYCHA_MELTZER_TOWER_table.html,79
BRONX,MILL BROOK,NYCHA,NYCHA_MILL_BROOK_map.html,,0
BRONX,MILL BROOK EXTENSION,NYCHA,NYCHA_MILL_BROOK_EXTENSION_map.html,,0
BRONX,MITCHEL,NYCHA,NYCHA_MITCHEL_map.html,NYCHA_MITCHEL_table.html,4
BRONX,MONROE,NYCHA,NYCHA_MONROE_map.html,,0
BRONX,MOORE,NYCHA,NYCHA_MOORE_map.html,,0
BRONX,MORRIS I,NYCHA,NYCHA_MORRIS_I_map.html,NYCHA_MORRIS_I_table.html,1
BRONX,MORRIS II,NYCHA,NYCHA_MORRIS_II_map.html,,0
BRONX,MORRISANIA,NYCHA,NYCHA_MORRISANIA_map.html,NYCHA_MORRISANIA_table.html,2
BRONX,MORRISANIA AIR RIGHTS,NYCHA,NYCHA_MORRISANIA_AIR_RIGHTS_map.html,NYCHA_MORRISANIA_AIR_RIGHTS_table.html,2
BRONX,MOTT HAVEN,NYCHA,NYCHA_MOTT_HAVEN_map.html,NYCHA_MOTT_HAVEN_table.html,2
STATEN ISLAND,NEW LANE AREA,NYCHA,NYCHA_NEW_LANE_AREA_map.html,NYCHA_NEW_LANE_AREA_table.html,2
BROOKLYN,NOSTRAND,NYCHA,NYCHA_NOSTRAND_map.html,NYCHA_NOSTRAND_table.html,1
BROOKLYN,O'DWYER GARDENS,NYCHA,NYCHA_O'DWYER_GARDENS_map.html,NYCHA_O'DWYER_GARDENS_table.html,3
QUEENS,OCEAN BAY APARTMENTS (OCEANSIDE),NYCHA,NYCHA_OCEAN_BAY_APARTMENTS_(OCEANSIDE)_map.html,,0
BRONX,PARKSIDE,NYCHA,NYCHA_PARKSIDE_map.html,,0
BRONX,PATTERSON,NYCHA,NYCHA_PATTERSON_map.html,NYCHA_PATTERSON_table.html,4
BRONX,PELHAM PARKWAY,NYCHA,NYCHA_PELHAM_PARKWAY_map.html,NYCHA_PELHAM_PARKWAY_table.html,1
BROOKLYN,PINK,NYCHA,NYCHA_PINK_map.html,NYCHA_PINK_table.html,1
MANHATTAN,POLO GROUNDS TOWERS,NYCHA,NYCHA_POLO_GROUNDS_TOWERS_map.html,NYCHA_POLO_GROUNDS_TOWERS_table.html,6
QUEENS,POMONOK,NYCHA,NYCHA_POMONOK_map.html,NYCHA_POMONOK_table.html,5
QUEENS,QUEENSBRIDGE NORTH,NYCHA,NYCHA_QUEENSBRIDGE_NORTH_map.html,NYCHA_QUEENSBRIDGE_NORTH_table.html,2
QUEENS,QUEENSBRIDGE SOUTH,NYCHA,NYCHA_QUEENSBRIDGE_SOUTH_map.html,NYCHA_QUEENSBRIDGE_SOUTH_table.html,3
BRONX,RANDALL AVENUE-BALCOM AVENUE,NYCHA,NYCHA_RANDALL_AVENUE-BALCOM_AVENUE_map.html,,0
MANHATTAN,RANGEL,NYCHA,NYCHA_RANGEL_map.html,NYCHA_RANGEL_table.html,5
QUEENS,RAVENSWOOD,NYCHA,NYCHA_RAVENSWOOD_map.html,NYCHA_RAVENSWOOD_table.html,2
BROOKLYN,RED HOOK EAST,NYCHA,NYCHA_RED_HOOK_EAST_map.html,NYCHA_RED_HOOK_EAST_table.html,1
BROOKLYN,RED HOOK WEST,NYCHA,NYCHA_RED_HOOK_WEST_map.html,NYCHA_RED_HOOK_WEST_table.html,6
QUEENS,REDFERN,NYCHA,NYCHA_REDFERN_map.html,NYCHA_REDFERN_table.html,1
QUEENS,REHAB PROGRAM (COLLEGE POINT),NYCHA,NYCHA_REHAB_PROGRAM_(COLLEGE_POINT)_map.html,NYCHA_REHAB_PROGRAM_(COLLEGE_POINT)_table.html,1
MANHATTAN,REHAB PROGRAM (DOUGLASS REHABS),NYCHA,NYCHA_REHAB_PROGRAM_(DOUGLASS_REHABS)_map.html,NYCHA_REHAB_PROGRAM_(DOUGLASS_REHABS)_table.html,31
MANHATTAN,REHAB PROGRAM (WISE REHAB),NYCHA,NYCHA_REHAB_PROGRAM_(WISE_REHAB)_map.html,NYCHA_REHAB_PROGRAM_(WISE_REHAB)_table.html,17
STATEN ISLAND,RICHMOND TERRACE,NYCHA,NYCHA_RICHMOND_TERRACE_map.html,NYCHA_RICHMOND_TERRACE_table.html,1
MANHATTAN,RIIS,NYCHA,NYCHA_RIIS_map.html,NYCHA_RIIS_table.html,8
MANHATTAN,RIIS II,NYCHA,NYCHA_RIIS_II_map.html,NYCHA_RIIS_II_table.html,10
MANHATTAN,ROBBINS PLAZA,NYCHA,NYCHA_ROBBINS_PLAZA_map.html,NYCHA_ROBBINS_PLAZA_table.html,10
BROOKLYN,ROOSEVELT I,NYCHA,NYCHA_ROOSEVELT_I_map.html,NYCHA_ROOSEVELT_I_table.html,1
BROOKLYN,ROOSEVELT II,NYCHA,NYCHA_ROOSEVELT_II_map.html,NYCHA_ROOSEVELT_II_table.html,2
MANHATTAN,RUTGERS,NYCHA,NYCHA_RUTGERS_map.html,NYCHA_RUTGERS_table.html,17
BRONX,SAINT MARY'S PARK,NYCHA,NYCHA_SAINT_MARY'S_PARK_map.html,NYCHA_SAINT_MARY'S_PARK_table.html,1
MANHATTAN,SAINT NICHOLAS,NYCHA,NYCHA_SAINT_NICHOLAS_map.html,NYCHA_SAINT_NICHOLAS_table.html,30
BRONX,SEDGWICK,NYCHA,NYCHA_SEDGWICK_map.html,NYCHA_SEDGWICK_table.html,2
MANHATTAN,SEWARD PARK EXTENSION,NYCHA,NYCHA_SEWARD_PARK_EXTENSION_map.html,NYCHA_SEWARD_PARK_EXTENSION_table.html,40
BROOKLYN,SHEEPSHEAD BAY,NYCHA,NYCHA_SHEEPSHEAD_BAY_map.html,NYCHA_SHEEPSHEAD_BAY_table.html,1
QUEENS,SHELTON HOUSE,NYCHA,NYCHA_SHELTON_HOUSE_map.html,NYCHA_SHELTON_HOUSE_table.html,8
MANHATTAN,SMITH,NYCHA,NYCHA_SMITH_map.html,NYCHA_SMITH_table.html,15
BRONX,SOTOMAYOR HOUSES,NYCHA,NYCHA_SOTOMAYOR_HOUSES_map.html,,0
BRONX,SOUNDVIEW,NYCHA,NYCHA_SOUNDVIEW_map.html,,0
STATEN ISLAND,SOUTH BEACH,NYCHA,NYCHA_SOUTH_BEACH_map.html,,0
QUEENS,SOUTH JAMAICA I,NYCHA,NYCHA_SOUTH_JAMAICA_I_map.html,,0
QUEENS,SOUTH JAMAICA II,NYCHA,NYCHA_SOUTH_JAMAICA_II_map.html,NYCHA_SOUTH_JAMAICA_II_table.html,1
MANHATTAN,STANTON STREET,NYCHA,NYCHA_STANTON_STREET_map.html,NYCHA_STANTON_STREET_table.html,42
STATEN ISLAND,STAPLETON,NYCHA,NYCHA_STAPLETON_map.html,NYCHA_STAPLETON_table.html,3
MANHATTAN,STRAUS,NYCHA,NYCHA_STRAUS_map.html,NYCHA_STRAUS_table.html,18
BROOKLYN,SUMNER,NYCHA,NYCHA_SUMNER_map.html,NYCHA_SUMNER_table.html,1
BROOKLYN,SURFSIDE GARDENS,NYCHA,NYCHA_SURFSIDE_GARDENS_map.html,NYCHA_SURFSIDE_GARDENS_table.html,3
MANHATTAN,TAFT,NYCHA,NYCHA_TAFT_map.html,NYCHA_TAFT_table.html,8
BROOKLYN,TAYLOR STREET-WYTHE AVENUE,NYCHA,NYCHA_TAYLOR_STREET-WYTHE_AVENUE_map.html,NYCHA_TAYLOR_STREET-WYTHE_AVENUE_table.html,3
BRONX,TELLER AVENUE-EAST 166TH STREET,NYCHA,NYCHA_TELLER_AVENUE-EAST_166TH_STREET_map.html,NYCHA_TELLER_AVENUE-EAST_166TH_STREET_table.html,2
